grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,samples,step
125.03622756122935,33.410911560058594,97.3154263081758,7.353331382458025,9.254626071453092,13.012459165399722,256,0
72.43935496269664,14.006847381591795,28.080034427344806,7.06498252965843,8.956789216140573,12.144101011732847,2816,10
82.21930426715636,15.229381942749022,34.94186847880479,6.517591332876547,8.229189686489258,11.202545687464859,5376,20
83.59931577034311,14.549708652496337,33.05467439866879,5.951680555964551,7.457391610866186,10.207064660103837,7936,30
89.75260623448851,13.83115644454956,35.10058071929657,5.279638159422221,6.700542427658465,9.149855350477111,10496,40
65.67027620624211,10.076719999313354,21.1162833478388,4.774563741683955,6.001358293443676,8.220793437664783,13056,50
72.71853782947824,11.337569904327392,27.757143496015523,4.201250066538681,5.325495386347517,7.377918902801699,15616,60
70.50285971790387,10.859862232208252,28.178922309595002,3.7899084123896447,4.789876024249301,6.489123091078326,18176,70
50.474035149833355,6.276199245452879,11.501859647756701,3.3400280613010267,4.1589207000033985,5.767688243586361,20736,80
47.87500161469532,5.6253481864929205,10.60271138886369,2.9054102515948688,3.6659206951843095,5.049283231690869,23296,90
45.08525402061752,5.031597852706909,9.878530893873105,2.595197683105822,3.264021661463838,4.456381681976436,25856,100
48.938038956782755,5.981930184364319,13.92022573569465,2.2536460105066562,2.867005355275637,3.9986851433498263,28416,110
47.071056385213495,5.576054191589356,13.503114190060254,1.9779207821876306,2.5720938445980055,3.418457723511053,30976,120
39.09286177526187,3.6572503805160523,7.902385453863044,1.70300410295318,2.2102181261777867,2.967871904195505,33536,130
31.39341858655912,2.7491218805313116,5.152564722688956,1.4825131878508575,1.9253248695171248,2.646994514333689,36096,140
35.652882541975735,3.734976899623871,9.892205901562225,1.276959601336487,1.673153874165604,2.2655722035515655,38656,150
27.3900918413269,2.157557928562164,3.9812787602737663,1.13850797809015,1.4293289854384887,1.9887155784060129,41216,160
26.86010015129241,2.0043484449386595,4.056571960495564,0.9855016338336353,1.2545998291722653,1.7015712736188913,43776,170
22.157796040591066,1.5444953560829162,2.8493371064407857,0.8569383468071045,1.0666063974072129,1.506595799027399,46336,180
43.04838589171846,5.47549637556076,19.20837591372919,0.7316218088040252,0.9435454571749441,1.3268853199065276,48896,190
32.38094841286161,3.1007595241069796,9.48966377351557,0.64290097952884,0.8044662286137889,1.1085218686112197,51456,200
18.506289630531956,1.1792405605316159,2.5052149086035524,0.547382272883263,0.7072123424224921,0.9438742519998404,54016,210
16.618103715835062,1.0274947583675385,2.2514021801835744,0.4646862799088627,0.6095640233420803,0.818967909953058,56576,220
22.797458869502428,1.0864909827709197,2.7088332774126376,0.4075456332881,0.5184836181856332,0.7239368735706506,59136,230
15.094729207768353,0.8658406257629392,2.07096295919579,0.35248066193925265,0.4436601873182658,0.609297945242619,61696,240
