grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,samples,step
70.619403872672,13.768942832946777,30.12525604321406,7.495805185135094,9.242789855901759,12.474028679632367,256,0
78.41553642074541,20.050546169281006,48.226329132002164,7.368504725478765,9.412521532026405,12.641372866549725,2816,10
73.56451049170211,14.781033039093018,29.952240769636962,7.36585617065429,9.252199713740072,12.53838371663766,5376,20
77.96354961957034,17.262929153442382,38.86818143102051,7.347940104348316,9.22784652212253,12.663577453680501,7936,30
78.5077216173796,16.040387630462646,34.388485636029934,7.359793649908022,9.30665336528295,12.779824610002475,10496,40
74.83147959176671,14.742307853698732,28.238556915951747,7.35466936215832,9.289007684286945,12.637319286487731,13056,50
72.35983250654547,14.462322616577149,27.573694637141273,7.327584134250354,9.278941865018155,12.711575733445057,15616,60
77.30835165513183,17.59113645553589,41.722045825482965,7.328742696000293,9.284711731885862,12.582656588546547,18176,70
72.5792918251795,16.0982723236084,36.1549001458785,7.355491430893848,9.322061232633374,12.714219747445494,20736,80
87.23324187092902,20.28647384643555,47.98659999715037,7.370309152386402,9.259444311925552,12.62260940895707,23296,90
75.17962549768839,14.657358264923095,29.1101867051369,7.330823363587496,9.296381252586473,12.636145524129985,25856,100
82.49445725041859,17.740470314025874,43.36360481093008,7.350358467438036,9.247565531885463,12.643522788233325,28416,110
77.22258596394903,16.105342388153076,36.967732177950914,7.291268909552009,9.296468877278038,12.671594250349349,30976,120
80.2704441978545,18.272099971771244,42.34589014683396,7.3956244462256056,9.347174750354009,12.520779770864555,33536,130
78.97251408239315,16.87944459915161,37.79862526296837,7.34095044359445,9.318619447553926,12.556826198350612,36096,140
83.42868956805164,19.732027435302737,52.162342027396235,7.305912683662947,9.207310568781054,12.574592056158275,38656,150
74.88485436615831,16.397645282745362,36.91057615445879,7.353708059487937,9.3047656432506,12.561486439626718,41216,160
83.9083150997535,19.1970344543457,46.73536157243485,7.365844771831842,9.301699637642013,12.6684246434794,43776,170
74.91346403427471,15.122044467926026,31.0022439149596,7.394218423718306,9.244278997050007,12.662111374250898,46336,180
71.62096517305476,15.552402400970458,33.665581612911076,7.355555790372697,9.23748793652487,12.759863466949938,48896,190
73.49994423643709,14.744919586181641,29.746334629601215,7.336682065377093,9.335629132036782,12.597194887292881,51456,200
75.96946568934469,17.366092681884766,40.67919658403554,7.361985389721189,9.283291715928813,12.637276587375375,54016,210
79.71092887988539,17.87174301147461,42.45862619583547,7.334800418859679,9.301126557569775,12.673404358051435,56576,220
72.67125333105602,15.709246349334716,34.18001402841321,7.350752393404647,9.223541907830683,12.65853379786701,59136,230
75.39118576276628,16.556706047058107,37.96314092490104,7.397748015579153,9.27565170914071,12.722397279005792,61696,240
72.87430299889297,14.375989246368407,29.063971481601452,7.381239623540931,9.218489381502257,12.672298021391619,64256,250
78.61719853355986,18.47063360214234,42.97949187787461,7.391097461130281,9.301420319389988,12.593452507276622,66816,260
75.81033285512923,14.79020414352417,30.408123814657863,7.323941567848468,9.280416576656743,12.714155651558904,69376,270
79.28364353445117,17.976121807098387,41.95923692043009,7.365722609009168,9.308678691826982,12.7466684140657,71936,280
70.5030298047466,13.329358291625976,23.713023272956317,7.342464428159252,9.23805910538714,12.61719795191512,74496,290
89.00525603553577,22.620213508605957,62.88834252257664,7.392847287945625,9.21963707942648,12.717360220538081,77056,300
77.82214985815438,17.51338243484497,40.327818764333145,7.366814607852383,9.327060365154502,12.674790918205247,79616,310
80.17212105504568,17.81777048110962,42.36650570657183,7.3643560236150645,9.197752936929461,12.59907531738282,82176,320
76.58025504662805,15.377317333221436,31.985479975924076,7.34787990381725,9.31422926644857,12.582357478366017,84736,330
82.20274130914926,21.51243028640747,55.032685948852304,7.329659790276719,9.377159708105733,12.688994800249736,87296,340
75.72651082887377,15.306241130828857,32.5302578732016,7.356457354327832,9.240600147896258,12.587819336306675,89856,350
77.04066052860036,17.409392070770263,43.1767291491069,7.343339583230403,9.191014173198568,12.638939099222364,92416,360
72.7310430874729,13.932116222381591,26.83831989005873,7.373733428667064,9.201838240390854,12.742892053899192,94976,370
73.2377988412058,13.999776172637938,27.102382031141584,7.374914258767106,9.254733049065038,12.73479007452857,97536,380
76.1347880177874,15.521364974975585,33.785973496336666,7.363106247819496,9.230827149422888,12.489162192287221,100096,390
79.83649781493746,17.56654348373413,41.13110107599316,7.290136976460467,9.20867869981372,12.618291922640203,102656,400
72.1475812481516,13.627228164672852,24.74985402115935,7.307858721829389,9.223373757133016,12.628205603215761,105216,410
79.87142900471964,16.230399894714356,35.658875537550976,7.353146347167002,9.320095758496617,12.532653140872036,107776,420
70.32184645215276,13.281629848480225,23.837940387577987,7.3716472966955395,9.26906583636712,12.601587761105526,110336,430
77.93196355379294,18.69714221954346,46.33386536119839,7.360070157051084,9.2839702005796,12.697995173022338,112896,440
79.88570663631434,20.8837872505188,54.89474780423732,7.373035553339367,9.357325080793862,12.641990498090403,115456,450
81.4931316717258,18.36631965637207,44.010265880489904,7.333495363472743,9.258318693191889,12.701188947004812,118016,460
75.68082739552766,14.87329225540161,30.35053538315054,7.364771551827562,9.288675965907313,12.582569099054107,120576,470
85.15699186386269,20.775379848480224,53.70339290832468,7.379524704823244,9.193223929931694,12.61705677371687,123136,480
70.63487732281061,13.46661310195923,24.830797300652144,7.354991847195531,9.276696746832062,12.632915330361008,125696,490
76.83543386165489,16.726687240600587,37.11438405126838,7.335820429751123,9.33048133398931,12.700113773345937,128256,500
73.36122722813735,14.103977108001711,27.681844813592974,7.37721049985813,9.306078264790182,12.702061994594745,130816,510
80.56084566383626,16.641058921813965,37.299229120308524,7.334879033350162,9.28745183732438,12.663681749837947,133376,520
75.37505552456105,14.93817043304443,30.398448632399532,7.354256333975952,9.185559747273459,12.63022642550262,135936,530
78.2267703807656,17.16530389785767,38.84933973309453,7.3830186932231685,9.303741219976013,12.554516625592107,138496,540
75.47477524309517,15.00091381072998,30.428653201820655,7.328839370288519,9.255119932936383,12.720354461669928,141056,550
70.56645081336352,13.466105270385741,25.241645180847385,7.339169004952777,9.228338384269769,12.66778984361023,143616,560
69.88402736155066,13.247834014892577,24.693255404108463,7.318120219617127,9.242064430999747,12.643424705112599,146176,570
75.95672216135317,14.737428569793702,29.267071431565356,7.33924490782864,9.309263795568492,12.62803193446742,148736,580
70.13175860988922,13.186868667602539,23.636520726234888,7.355389600021063,9.207613471236645,12.568590848008904,151296,590
77.01232643402257,15.90073118209839,33.98480304008648,7.341353912507337,9.230035393326387,12.656857056647354,153856,600
77.39570028135145,16.322742652893066,37.31262104507363,7.306349442899223,9.195166434922816,12.614947008976387,156416,610
78.20058852871995,15.411790561676025,31.168806447079934,7.329183427952541,9.232235156133513,12.737777951891418,158976,620
73.78309046421508,14.148430633544923,27.23160620801934,7.352620077359165,9.304830554086362,12.602183710513428,161536,630
86.7309596076938,18.06917009353638,42.10042912505062,7.358358305459921,9.106652596588367,12.692186041558456,164096,640
69.78047550917532,13.23849506378174,24.466440535373355,7.347967631966557,9.252023277168506,12.698639425450535,166656,650
78.48335010329879,16.08263416290283,35.156619352540666,7.35843072034267,9.277559817019606,12.655247715715399,169216,660
77.25867103785554,15.50941047668457,32.129458734483485,7.341564720555361,9.206226367721047,12.646990920646655,171776,670
77.41858340841256,15.764254570007324,34.062911929664956,7.344753872720824,9.299526433707014,12.66860287530082,174336,680
74.66578996838854,14.32382116317749,27.812476155198667,7.336230503251011,9.185312524674446,12.65934765320531,176896,690
85.13528592947438,17.58737564086914,40.23086879077865,7.3359784438216105,9.283761055050917,12.62172943980128,179456,700
73.01653723621473,14.405185890197755,27.925539057367306,7.341434162836699,9.297218867174282,12.675074149558023,182016,710
77.31023004978778,15.362980651855466,31.683820873318354,7.335709875143024,9.299355959280962,12.588870021725501,184576,720
77.66857484966093,16.815250587463378,38.88076424826483,7.286680715062337,9.237122282131697,12.523596320887638,187136,730
81.65622060822753,18.34673376083374,45.371251293782414,7.3613049940890605,9.11843755274463,12.670245284235586,189696,740
87.3152302539612,20.22473459243774,51.72003353387121,7.355700169701167,9.23095371017456,12.711519241332994,192256,750
75.79012139203259,14.765647983551025,29.092693125947996,7.348717152873011,9.325988708050003,12.624960207677159,194816,760
73.57089259698945,14.089001750946043,26.76157075602836,7.305999343006748,9.26953261528374,12.528466809947176,197376,770
74.08422671007574,15.87299757003784,34.423304354309316,7.31896749828041,9.335036553127658,12.707144181649614,199936,780
75.03467299684488,16.10565357208252,34.2949153082093,7.340482963766152,9.221181649929852,12.604025683543925,202496,790
79.67665466110184,15.77577133178711,33.92160958476112,7.353271802026342,9.189249447729702,12.66000643328201,205056,800
74.61371142316432,14.43877649307251,28.31117380769168,7.330802790475997,9.191787740953027,12.5603344033404,207616,810
74.17499800918374,14.817083740234374,30.156371344822592,7.326526403829184,9.1941122633767,12.683607186179565,210176,820
73.53797261293889,14.26434850692749,27.215306615038397,7.333385779669397,9.205339366271183,12.557295371515318,212736,830
72.16494021189958,13.894540119171143,25.56932350397105,7.321420832824709,9.15917508227644,12.610530898461933,215296,840
79.06705815336795,15.825011730194092,33.53998106736181,7.274680612171586,9.174900458698982,12.535021462064611,217856,850
80.873099594816,16.339987182617186,35.87564475174879,7.303025804588296,9.17628669451085,12.649684366904022,220416,860
80.2159625378963,16.33858633041382,36.28709799934667,7.383759461354708,9.194451244312571,12.562421591186522,222976,870
95.071174212056,23.188016700744626,61.12125374873484,7.324103052378077,9.213769168277619,12.533231098940423,225536,880
71.20090695554376,13.334229469299316,23.905723096385145,7.303009892832521,9.257830301920576,12.585690633923402,228096,890
82.46277331922845,17.193924140930175,40.031332937426605,7.322403460969938,9.241582387909856,12.572336066710337,230656,900
85.21510906505628,17.837020969390867,42.87631362933291,7.293540397508242,9.248009362598749,12.451021437579836,233216,910
82.40610059515258,18.93121347427368,44.513362515448115,7.346706014759138,9.254474407939565,12.474453322237833,235776,920
80.32073352414677,15.894963550567631,34.756305386796505,7.343674620619331,9.206566263380516,12.553767806229017,238336,930
75.28094021379091,14.863377571105959,31.285360916598222,7.324865581072294,9.245199590426955,12.589258305281872,240896,940
84.43548305488781,17.243656158447266,39.323806922854274,7.28142408823106,9.104802516990793,12.619171589755561,243456,950
73.5529973773201,13.932489109039308,26.650242266996607,7.376998626102095,9.280378926850553,12.576911008494566,246016,960
82.03142823094856,16.969299888610838,38.02261131572863,7.275394210939078,9.22786026757862,12.591168562571198,248576,970
75.3748465375531,14.48179998397827,28.211969038000987,7.31225067044369,9.231741145113048,12.540480994275702,251136,980
84.26373538459407,18.72527503967285,44.57386707144807,7.349180546502118,9.21235827380008,12.520375236632328,253696,990
77.22047970229833,16.905058193206788,39.25704604502643,7.352773658884408,9.273177959652458,12.604961452396243,256256,1000
81.71904703330901,18.45971088409424,42.644151967580584,7.311417003083066,9.153790640830985,12.58646998602495,258816,1010
73.36112530546788,14.08582124710083,27.22579067600353,7.331724863323126,9.260359205957927,12.555996966811856,261376,1020
83.15065592297172,17.24235305786133,40.54928142004847,7.2964933802144465,9.198762916809699,12.590128324715561,263936,1030
79.0555551497291,18.461134910583496,44.6904141115587,7.299884284536041,9.163194253847188,12.575976828068596,266496,1040
75.0199629127727,14.401612949371337,28.72666834566161,7.302576985744122,9.181750239898928,12.634395706780596,269056,1050
