grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,lr,samples,step
68.30521448439957,13.050531387329102,24.624058719192245,7.3438150757237475,9.191249392582819,12.791151833360216,0.0001,512,0
74.96976998214548,14.296858835220336,30.244254903519696,6.756598895572215,8.520664055583177,11.597906598440444,0.0001,10752,20
83.79697702061348,13.93738875389099,33.134963835281006,5.502215954945041,6.9676344975940525,9.465897983273138,0.0001,20992,40
70.92785831979788,10.63217854499817,25.48222773962926,4.330440857377513,5.4726711557852825,7.45911663458897,0.0001,31232,60
57.08399570144058,7.263290572166443,15.525834007825246,3.3305918980633242,4.232306239446742,5.74254135910781,0.0001,41472,80
51.46315381756435,5.814114356040956,13.464492356878452,2.5261999516152427,3.213152287479104,4.41408702146657,0.0001,51712,100
44.41494933781306,4.264450025558471,9.503742322459653,1.8890490071022292,2.3917577066066817,3.272882782178121,0.0001,61952,120
42.2099665575155,3.939392495155335,10.079627166019426,1.3755968792590936,1.7736563558466134,2.401573012547058,0.0001,72192,140
35.943082750633266,3.0989427626132966,8.157792950969728,1.0126194624367832,1.2883746811476189,1.7716487584188017,0.0001,82432,160
31.310109234916126,2.6111112713813784,7.439577793808174,0.724730360484265,0.9285041724805461,1.2706761394776134,0.0001,92672,180
25.85297649622977,1.934103566408157,5.685819203381806,0.5310759024901536,0.6631205590100064,0.9108295539447246,0.0001,102912,200
18.420787718641794,1.2130392372608185,3.3202776851701112,0.37770747979151664,0.488485383192816,0.6576415837684944,0.0001,113152,220
18.05667924819603,1.0310584962368008,2.961001773741097,0.2814019730041745,0.3570875972509384,0.4778142511694245,0.0001,123392,240
16.908784811450907,1.1914968103170391,4.0574218832887,0.2147083583581349,0.26970037016183646,0.3640787545239041,0.0001,133632,260
11.168433371517683,0.891767904162407,2.952413196903421,0.16732389788819796,0.2079500984698246,0.2807593467760046,0.0001,143872,280
14.690443306373492,0.8355649322271347,2.8267963959380817,0.13799402823759058,0.17458228266179196,0.23503242662180976,0.0001,154112,300
11.673124063521996,0.7222340710461138,2.4291454173367617,0.11755146349219449,0.14589989934438888,0.2035872498195585,0.0001,164352,320
6.817567493338413,0.5202517092227936,1.68114197087241,0.1040271673224116,0.1285241130930871,0.1817274417507706,0.0001,174592,340
9.356993522525016,0.4075668632984162,1.27011053968338,0.09088610193249091,0.11243738211185031,0.15262901694109032,0.0001,184832,360
10.934901896554079,0.6498442217707633,2.2144987197960853,0.09004278828450246,0.11002367209595613,0.15071831087080106,0.0001,195072,380
10.007730039557268,0.6176337406039237,2.1356700583697474,0.08617654805058353,0.10237581924839192,0.1413314841512334,0.0001,205312,400
10.349907094200264,0.6075281910598278,2.1423158079568925,0.08129035348913156,0.0981462721497405,0.13714314361531577,0.0001,215552,420
16.093010669940224,0.7751208484172821,2.8469551636455406,0.08052669002424788,0.0984764102536668,0.13699347019108385,0.0001,225792,440
10.322392753745234,0.7677617281675337,2.7446235173100355,0.08295213544877343,0.10032158189422526,0.1362454434409021,0.0001,236032,460
8.066337494023047,0.5248168408870697,1.767356767086225,0.07544906802730332,0.0946781976328419,0.1283574312777798,0.0001,246272,480
6.9588306138857465,0.5167864948511123,1.7717441851790188,0.07115175056133,0.0857856615291775,0.11625898061030641,0.0001,256512,500
5.359373103040189,0.4556481551378965,1.5499134233776592,0.06782678430990743,0.08357242676466128,0.11384081443485244,0.0001,266752,520
6.088916180342541,0.29416910074651237,0.8981091725490701,0.06582764834972234,0.08092043916249306,0.1116597914542143,0.0001,276992,540
12.053658402070107,0.5080105662345887,1.7684429403039261,0.06717936284010995,0.08291044795293893,0.11537385923545175,0.0001,287232,560
