grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,lr,samples,step
84.45609810260152,17.263771057128906,36.84524608842023,7.297211282149604,9.170836914417363,12.76892638769675,0.0001,512,0
71.35227096024585,13.524094676971437,27.747990380572798,6.7573825681780635,8.56102669542759,11.741993792783378,0.0001,10752,20
67.63304985629695,11.624766063690188,24.50584630388649,5.553967604062105,6.982621309345659,9.587964501369674,0.0001,20992,40
62.63415420802455,10.015503835678102,22.980835941959025,4.312215108330313,5.493938534666368,7.445759982501751,0.0001,31232,60
55.399829058515365,7.993628478050233,19.32802309727996,3.24946550393744,4.162062911458085,5.649637497330329,0.0001,41472,80
46.072372808301374,5.607469165325166,12.846249488730573,2.3955134981101596,3.0354606815274114,4.15331621717367,0.0001,51712,100
39.32157266023086,3.989217150211334,9.015872816874388,1.7355744417272256,2.205952068431035,3.0089052576228403,0.0001,61952,120
34.84547949859738,3.3571375489234923,8.431765369112473,1.2375038321816196,1.5723710141704101,2.1203155520250916,0.0001,72192,140
31.108958340371736,3.7285476624965668,11.579437933829855,0.8583933805993292,1.0934347369379287,1.4889334834613097,0.0001,82432,160
22.594669583352214,2.270438235998154,6.825012767061612,0.5893213854008723,0.7546865508676853,1.011748109863507,0.0001,92672,180
20.67400026193887,2.2234841585159297,7.226729634761287,0.39938002561647756,0.5092544929611706,0.6924948757428905,0.0001,102912,200
16.177889040085347,1.720223143696785,5.748550468892401,0.2821051391889342,0.35603840910668905,0.4816543898820561,0.0001,113152,220
13.28826576206798,1.5076091811060905,5.372591624649349,0.1948508192536777,0.25460470880195213,0.34279599176006786,0.0001,123392,240
11.884696088089846,0.8535879313945769,2.7618190153176343,0.14929294737039223,0.18988705286093666,0.2574678542273398,0.0001,133632,260
9.029779000588821,1.3246716983616353,4.808885119936676,0.12009907321611715,0.15107563150048944,0.20638786213671842,0.0001,143872,280
9.353677761365576,1.6860768169164657,6.347606561994923,0.10261116703443297,0.13071984086630853,0.17363617486895044,0.0001,154112,300
4.8777782529422336,0.26394652202725416,0.7265550640756179,0.08898128227221855,0.10982580829437744,0.14963029256845403,0.0001,164352,320
5.573866317230953,0.8033808469772341,2.8531075883849697,0.08040089971227593,0.09895524159954269,0.1329068557216105,0.0001,174592,340
9.075549993286167,1.5939969867467876,6.263417772215999,0.07809563456203644,0.09365954724018875,0.1298870423822161,0.0001,184832,360
6.47507128723086,1.3741778731346128,5.166261190641048,0.07414462726571894,0.09319173536965784,0.13000281874633568,0.0001,195072,380
7.526713132664356,1.5281200177967549,5.7753978599107985,0.07099014462111067,0.08964011337403692,0.12062212028558646,0.0001,205312,400
6.955126737488518,1.3733258254826068,5.2898357195272645,0.06796436210318595,0.08433019240648805,0.11541236647033917,0.0001,215552,420
6.899694008212821,1.3310056082904342,5.053253265014968,0.06644676754658688,0.08449304741485444,0.11040891665820178,0.0001,225792,440
5.819760299062288,0.7632176354527475,2.8269283675772052,0.063200272306302,0.08004216932956391,0.11176786135050278,0.0001,236032,460
5.032290868302526,0.5996397666633129,2.136391803391673,0.06251265871145548,0.07867968066923775,0.1067163272989382,0.0001,246272,480
4.89792784368453,0.9093754380941393,3.3996238162217254,0.06113006764157253,0.07496874026791563,0.10478224384726811,0.0001,256512,500
6.3917065218341556,1.445919177681208,5.5749306161183485,0.060308672524356705,0.07740199611509153,0.10371095230483482,0.0001,266752,520
6.1992146598574625,1.1091993793845178,4.100729919195175,0.05872575689183597,0.07539435750555902,0.10023781646596289,0.0001,276992,540
6.566873887320877,1.4179966606199739,5.601579310929815,0.05982351979953593,0.07483516236632802,0.10257924164852111,0.0001,287232,560
4.700158326197418,1.0521633420139553,4.005949249629893,0.05752460087761275,0.07131524462123394,0.09915829393090997,0.0001,297472,580
4.385878292435519,0.8552201755344868,3.2514106011581334,0.055592175272183846,0.07126393505793933,0.09652866246465984,0.0001,307712,600
4.528739499936449,0.42555553205311303,1.44541450595443,0.05606454029261228,0.07173585724804193,0.09695035226031899,0.0001,317952,620
5.152320228185866,0.7422369521111248,2.756226281102706,0.05517892693322681,0.06800033885373988,0.09556585466409846,0.0001,328192,640
3.9169440018996786,0.7173091165721417,2.638661879736534,0.05425693634934128,0.06975916176805422,0.09396085042237691,0.0001,338432,660
5.751364474196424,1.3999046333134173,5.353103402071772,0.05495819326089413,0.06842916727113375,0.08971453541775073,0.0001,348672,680
5.515065221433303,1.2059348609298473,4.4564147763844915,0.05579324407974639,0.06942752822300477,0.09321278088140193,0.0001,358912,700
4.800006955761521,0.5771620102226734,2.102896596796901,0.05393942017224062,0.06974235948945795,0.09409470788927544,0.0001,369152,720
5.516646307417097,0.9133584480732679,3.4435482583812336,0.0543819799262171,0.06816887667249225,0.092043465711752,0.0001,379392,740
5.210965042235106,1.2207574982196092,4.576516618734265,0.052451724518650704,0.06451429062258217,0.09096946972739609,0.0001,389632,760
8.392681595522943,2.2096218556165694,8.534501908295573,0.05365519370591682,0.06621520541568965,0.0911877288356318,0.0001,399872,780
7.949119360263562,1.578044023364782,6.148140121337974,0.05592528121118239,0.06854050490129411,0.09462233806158764,0.0001,410112,800
5.397480963009237,1.042121182382107,3.8741951591383037,0.05699470205160089,0.07039451638541583,0.09560983796330033,0.0001,420352,820
5.136467492648318,0.6250031121075152,2.2981296003905314,0.051083212504244836,0.06732634585336615,0.0930076189554364,0.0001,430592,840
4.632223262274109,0.7269073188304902,2.713567137165261,0.05049996272315696,0.0634035367933145,0.09077255739991984,0.0001,440832,860
5.1179985085831055,0.8771582283079626,3.236658137480001,0.051468166404459795,0.06333837684176143,0.08731835976169493,0.0001,451072,880
